Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       Egz.      
Vardas874           Pavarde874          2         4         3         9         3         4         
Vardas875           Pavarde875          1         6         2         2         8         9         
Vardas876           Pavarde876          6         5         6         4         10        9         
Vardas877           Pavarde877          1         1         8         3         7         9         
Vardas878           Pavarde878          9         7         9         9         7         1         
Vardas879           Pavarde879          3         5         3         9         4         4         
Vardas880           Pavarde880          8         7         1         4         5         9         
Vardas881           Pavarde881          1         10        6         9         2         4         
Vardas882           Pavarde882          5         8         7         9         8         4         
Vardas883           Pavarde883          2         7         3         4         2         6         
Vardas884           Pavarde884          2         5         2         8         8         5         
Vardas885           Pavarde885          3         8         2         10        1         7         
Vardas886           Pavarde886          1         8         2         9         3         1         
Vardas887           Pavarde887          10        4         10        1         7         1         
Vardas888           Pavarde888          7         6         10        2         4         9         
Vardas889           Pavarde889          9         6         8         3         3         7         
Vardas890           Pavarde890          8         9         2         5         3         4         
Vardas891           Pavarde891          3         6         9         3         7         3         
Vardas892           Pavarde892          5         9         8         10        6         4         
Vardas893           Pavarde893          4         10        4         6         1         3         
Vardas894           Pavarde894          2         8         4         6         2         2         
Vardas895           Pavarde895          7         5         6         5         10        10        
Vardas896           Pavarde896          8         5         9         9         10        2         
Vardas897           Pavarde897          10        4         8         10        3         1         
Vardas898           Pavarde898          7         7         9         1         3         6         
Vardas899           Pavarde899          6         3         4         4         5         5         
Vardas900           Pavarde900          10        10        6         3         5         1         
Vardas901           Pavarde901          3         10        6         7         5         5         
Vardas902           Pavarde902          6         10        10        5         4         3         
Vardas903           Pavarde903          10        6         5         4         7         8         
Vardas904           Pavarde904          9         7         6         1         7         1         
Vardas905           Pavarde905          7         10        6         5         10        3         
Vardas906           Pavarde906          3         5         3         4         10        4         
Vardas907           Pavarde907          1         10        2         9         3         9         
Vardas908           Pavarde908          9         6         4         2         1         2         
Vardas909           Pavarde909          10        1         7         10        1         6         
Vardas910           Pavarde910          8         1         9         8         1         9         
Vardas911           Pavarde911          6         10        2         2         5         7         
Vardas912           Pavarde912          8         2         6         1         1         7         
Vardas913           Pavarde913          7         5         3         5         7         2         
Vardas914           Pavarde914          8         9         2         7         9         2         
Vardas915           Pavarde915          1         5         1         8         7         5         
Vardas916           Pavarde916          2         6         3         4         5         8         
Vardas917           Pavarde917          10        10        4         7         7         4         
Vardas918           Pavarde918          9         10        9         3         4         2         
Vardas919           Pavarde919          3         5         8         6         7         6         
Vardas920           Pavarde920          2         10        2         8         2         8         
Vardas921           Pavarde921          3         2         10        8         7         2         
Vardas922           Pavarde922          9         10        4         4         5         9         
Vardas923           Pavarde923          3         10        5         8         6         3         
Vardas924           Pavarde924          10        3         9         2         4         5         
Vardas925           Pavarde925          10        3         3         4         1         10        
Vardas926           Pavarde926          3         9         7         5         4         3         
Vardas927           Pavarde927          6         2         10        1         1         6         
Vardas928           Pavarde928          10        6         8         8         4         1         
Vardas929           Pavarde929          6         1         7         3         8         8         
Vardas930           Pavarde930          7         1         2         3         10        5         
Vardas931           Pavarde931          6         7         8         9         4         6         
Vardas932           Pavarde932          2         9         6         5         5         1         
Vardas933           Pavarde933          6         7         10        10        5         6         
Vardas934           Pavarde934          8         3         1         7         10        1         
Vardas935           Pavarde935          5         4         5         6         2         9         
Vardas936           Pavarde936          10        6         5         2         7         1         
Vardas937           Pavarde937          8         6         2         5         3         10        
Vardas938           Pavarde938          3         6         3         3         1         8         
Vardas939           Pavarde939          2         9         6         5         6         4         
Vardas940           Pavarde940          10        7         6         4         3         10        
Vardas941           Pavarde941          2         2         6         7         5         3         
Vardas942           Pavarde942          3         10        5         7         1         9         
Vardas943           Pavarde943          10        7         6         6         8         3         
Vardas944           Pavarde944          10        10        5         1         9         5         
Vardas945           Pavarde945          1         10        8         2         5         5         
Vardas946           Pavarde946          8         7         9         5         10        1         
Vardas947           Pavarde947          3         6         7         8         4         7         
Vardas948           Pavarde948          8         6         10        9         3         3         
Vardas949           Pavarde949          7         10        8         3         7         1         
Vardas950           Pavarde950          1         5         8         8         6         2         
Vardas951           Pavarde951          10        8         8         1         9         7         
Vardas952           Pavarde952          2         8         9         7         2         6         
Vardas953           Pavarde953          4         8         3         9         5         8         
Vardas954           Pavarde954          7         9         5         9         5         8         
Vardas955           Pavarde955          6         9         8         8         3         10        
Vardas956           Pavarde956          6         7         7         2         6         1         
Vardas957           Pavarde957          8         8         7         2         3         7         
Vardas958           Pavarde958          4         10        9         3         1         2         
Vardas959           Pavarde959          3         5         2         2         7         7         
Vardas960           Pavarde960          2         4         10        10        9         5         
Vardas961           Pavarde961          7         10        5         5         2         4         
Vardas962           Pavarde962          7         1         1         5         2         9         
Vardas963           Pavarde963          2         4         9         10        3         2         
Vardas964           Pavarde964          9         3         4         6         1         5         
Vardas965           Pavarde965          3         3         3         8         3         5         
Vardas966           Pavarde966          5         5         1         7         2         5         
Vardas967           Pavarde967          5         10        7         3         8         9         
Vardas968           Pavarde968          8         3         8         4         10        6         
Vardas969           Pavarde969          3         10        3         3         5         6         
Vardas970           Pavarde970          1         6         7         10        4         6         
Vardas971           Pavarde971          2         3         3         9         7         6         
Vardas972           Pavarde972          6         3         6         7         9         6         
Vardas973           Pavarde973          1         1         8         7         9         3         
Vardas974           Pavarde974          8         9         3         3         4         7         
Vardas975           Pavarde975          1         8         10        5         7         2         
Vardas976           Pavarde976          6         1         8         7         8         5         
Vardas977           Pavarde977          5         5         10        2         1         5         
Vardas978           Pavarde978          3         6         2         2         8         9         
Vardas979           Pavarde979          7         10        4         1         1         4         
Vardas980           Pavarde980          7         9         8         9         2         2         
Vardas981           Pavarde981          10        4         1         1         7         5         
Vardas982           Pavarde982          4         9         5         8         4         6         
Vardas983           Pavarde983          2         5         10        2         6         1         
Vardas984           Pavarde984          2         8         9         8         10        7         
Vardas985           Pavarde985          5         6         8         4         8         6         
Vardas986           Pavarde986          2         1         6         9         1         9         
Vardas987           Pavarde987          7         6         9         8         8         8         
Vardas988           Pavarde988          4         6         1         7         5         7         
Vardas989           Pavarde989          2         7         1         1         10        4         
Vardas990           Pavarde990          6         4         6         2         3         4         
Vardas991           Pavarde991          1         7         7         4         1         4         
Vardas992           Pavarde992          8         7         6         4         6         10        
Vardas993           Pavarde993          10        1         5         10        2         10        
Vardas994           Pavarde994          10        1         6         10        10        8         
Vardas995           Pavarde995          8         1         4         8         5         3         
Vardas996           Pavarde996          1         5         10        9         8         7         
Vardas997           Pavarde997          4         6         1         4         3         8         
Vardas998           Pavarde998          6         10        1         10        2         2         
Vardas999           Pavarde999          10        9         10        5         10        3         
Vardas1000          Pavarde1000         3         1         5         5         10        8         
Vardas1001          Pavarde1001         10        8         3         7         3         10        
Vardas1002          Pavarde1002         9         9         2         2         3         4         
Vardas1003          Pavarde1003         5         4         7         5         2         2         
Vardas1004          Pavarde1004         1         2         8         3         3         1         
Vardas1005          Pavarde1005         2         4         3         2         5         2         
Vardas1006          Pavarde1006         4         7         9         9         2         10        
Vardas1007          Pavarde1007         8         9         5         8         7         7         
Vardas1008          Pavarde1008         8         8         7         3         10        6         
Vardas1009          Pavarde1009         7         10        3         2         2         9         
Vardas1010          Pavarde1010         10        2         9         7         1         5         
Vardas1011          Pavarde1011         7         3         6         8         8         3         
Vardas1012          Pavarde1012         6         1         10        10        5         1         
Vardas1013          Pavarde1013         7         4         10        4         4         2         
Vardas1014          Pavarde1014         4         10        9         7         4         3         
Vardas1015          Pavarde1015         4         7         2         6         2         7         
Vardas1016          Pavarde1016         5         9         5         10        2         10        
Vardas1017          Pavarde1017         4         6         8         6         7         2         
Vardas1018          Pavarde1018         1         3         1         8         9         5         
Vardas1019          Pavarde1019         9         1         9         1         3         6         
Vardas1020          Pavarde1020         9         5         1         4         7         4         
Vardas1021          Pavarde1021         1         7         9         6         3         6         
Vardas1022          Pavarde1022         10        3         10        8         5         8         
Vardas1023          Pavarde1023         6         6         10        6         9         3         
Vardas1024          Pavarde1024         10        1         9         3         7         6         
Vardas1025          Pavarde1025         2         8         7         7         9         6         
Vardas1026          Pavarde1026         2         9         6         8         10        10        
Vardas1027          Pavarde1027         10        8         8         2         10        2         
Vardas1028          Pavarde1028         7         3         6         6         8         8         
Vardas1029          Pavarde1029         3         10        9         3         7         8         
Vardas1030          Pavarde1030         3         3         10        3         10        3         
Vardas1031          Pavarde1031         2         9         8         2         9         3         
Vardas1032          Pavarde1032         5         6         3         7         10        7         
Vardas1033          Pavarde1033         8         3         3         8         8         5         
Vardas1034          Pavarde1034         4         1         3         8         8         1         
Vardas1035          Pavarde1035         2         3         9         5         9         8         
Vardas1036          Pavarde1036         3         2         8         8         9         8         
Vardas1037          Pavarde1037         7         10        7         2         2         6         
Vardas1038          Pavarde1038         6         6         2         6         9         1         
Vardas1039          Pavarde1039         6         3         2         5         8         6         
Vardas1040          Pavarde1040         10        9         8         2         1         8         
Vardas1041          Pavarde1041         7         6         3         4         10        4         
Vardas1042          Pavarde1042         6         5         6         9         1         9         
Vardas1043          Pavarde1043         7         4         3         3         1         2         
Vardas1044          Pavarde1044         6         2         2         1         1         1         
Vardas1045          Pavarde1045         1         5         10        9         3         8         
Vardas1046          Pavarde1046         9         5         8         10        3         9         
Vardas1047          Pavarde1047         9         2         4         10        2         2         
Vardas1048          Pavarde1048         5         4         5         10        6         10        
Vardas1049          Pavarde1049         5         5         5         6         4         1         
Vardas1050          Pavarde1050         4         7         4         4         8         1         
Vardas1051          Pavarde1051         2         2         6         3         8         7         
Vardas1052          Pavarde1052         3         10        7         1         9         3         
Vardas1053          Pavarde1053         10        10        5         9         6         6         
Vardas1054          Pavarde1054         1         3         6         4         10        2         
Vardas1055          Pavarde1055         2         8         9         9         7         6         
Vardas1056          Pavarde1056         4         8         7         7         5         8         
Vardas1057          Pavarde1057         1         4         1         1         8         5         
Vardas1058          Pavarde1058         6         2         2         4         10        9         
Vardas1059          Pavarde1059         10        7         6         4         3         10        
Vardas1060          Pavarde1060         9         10        6         3         3         9         
Vardas1061          Pavarde1061         4         1         5         4         10        8         
Vardas1062          Pavarde1062         4         3         4         6         4         9         
Vardas1063          Pavarde1063         2         10        1         3         7         7         
Vardas1064          Pavarde1064         3         6         9         4         5         7         
Vardas1065          Pavarde1065         8         2         1         3         8         9         
Vardas1066          Pavarde1066         1         3         6         2         7         4         
Vardas1067          Pavarde1067         2         1         3         6         4         4         
Vardas1068          Pavarde1068         7         10        2         10        7         10        
Vardas1069          Pavarde1069         3         6         3         1         2         6         
Vardas1070          Pavarde1070         7         9         2         9         6         9         
Vardas1071          Pavarde1071         5         5         8         9         7         4         
Vardas1072          Pavarde1072         8         6         9         7         6         1         
Vardas1073          Pavarde1073         7         3         2         5         6         6         
Vardas1074          Pavarde1074         7         5         8         3         10        10        
Vardas1075          Pavarde1075         8         6         6         10        9         6         
Vardas1076          Pavarde1076         8         10        8         4         10        5         
Vardas1077          Pavarde1077         9         10        4         1         2         8         
Vardas1078          Pavarde1078         9         3         9         5         6         10        
Vardas1079          Pavarde1079         10        3         7         10        9         2         
Vardas1080          Pavarde1080         10        1         1         3         4         3         
Vardas1081          Pavarde1081         9         10        7         6         3         3         
Vardas1082          Pavarde1082         7         5         7         1         10        3         
Vardas1083          Pavarde1083         7         10        10        10        7         7         
Vardas1084          Pavarde1084         2         3         5         8         2         1         
Vardas1085          Pavarde1085         8         4         1         8         9         2         
Vardas1086          Pavarde1086         2         5         5         6         6         9         
Vardas1087          Pavarde1087         6         2         4         7         2         10        
Vardas1088          Pavarde1088         3         2         6         6         3         4         
Vardas1089          Pavarde1089         3         4         8         4         8         4         
Vardas1090          Pavarde1090         6         10        8         9         9         1         
Vardas1091          Pavarde1091         10        5         9         8         9         1         
Vardas1092          Pavarde1092         6         5         2         4         10        8         
Vardas1093          Pavarde1093         10        8         5         6         6         1         
Vardas1094          Pavarde1094         10        9         9         1         5         7         
Vardas1095          Pavarde1095         1         9         2         6         5         8         
Vardas1096          Pavarde1096         10        6         9         5         7         2         
Vardas1097          Pavarde1097         4         7         7         8         3         8         
Vardas1098          Pavarde1098         7         8         5         10        2         4         
Vardas1099          Pavarde1099         7         8         9         3         6         9         
Vardas1100          Pavarde1100         10        3         2         1         1         7         
Vardas1101          Pavarde1101         3         2         9         9         4         8         
Vardas1102          Pavarde1102         7         4         4         5         7         8         
Vardas1103          Pavarde1103         9         9         6         10        2         9         
Vardas1104          Pavarde1104         8         8         1         2         2         9         
Vardas1105          Pavarde1105         2         3         3         6         10        7         
Vardas1106          Pavarde1106         9         3         5         4         5         5         
Vardas1107          Pavarde1107         1         10        1         5         3         8         
Vardas1108          Pavarde1108         4         2         5         10        2         7         
Vardas1109          Pavarde1109         5         3         6         9         5         1         
Vardas1110          Pavarde1110         7         1         7         8         9         9         
Vardas1111          Pavarde1111         9         5         9         4         7         5         
Vardas1112          Pavarde1112         9         8         1         4         8         7         
Vardas1113          Pavarde1113         4         5         7         2         3         6         
Vardas1114          Pavarde1114         1         5         2         5         4         8         
Vardas1115          Pavarde1115         3         7         6         4         8         2         
Vardas1116          Pavarde1116         4         2         7         10        6         8         
Vardas1117          Pavarde1117         6         10        3         4         2         1         
Vardas1118          Pavarde1118         5         5         3         7         8         9         
Vardas1119          Pavarde1119         9         10        8         8         5         4         
Vardas1120          Pavarde1120         2         3         5         3         2         4         
Vardas1121          Pavarde1121         7         8         1         8         8         5         
Vardas1122          Pavarde1122         8         5         8         4         6         5         
Vardas1123          Pavarde1123         7         5         8         1         2         3         
Vardas1124          Pavarde1124         7         10        2         10        8         7         
Vardas1125          Pavarde1125         1         3         7         10        10        3         
Vardas1126          Pavarde1126         10        2         9         9         9         1         
Vardas1127          Pavarde1127         9         3         10        3         5         3         
Vardas1128          Pavarde1128         4         9         3         4         10        5         
Vardas1129          Pavarde1129         8         2         9         5         10        1         
Vardas1130          Pavarde1130         7         10        7         7         8         3         
Vardas1131          Pavarde1131         3         6         3         4         10        8         
Vardas1132          Pavarde1132         6         7         3         9         5         9         
Vardas1133          Pavarde1133         8         10        6         6         5         1         
Vardas1134          Pavarde1134         10        3         5         8         8         6         
Vardas1135          Pavarde1135         6         8         4         6         9         7         
Vardas1136          Pavarde1136         9         6         2         9         9         4         
Vardas1137          Pavarde1137         8         6         9         7         4         2         
Vardas1138          Pavarde1138         1         5         1         4         1         8         
Vardas1139          Pavarde1139         3         2         7         7         9         10        
Vardas1140          Pavarde1140         9         8         4         4         10        3         
Vardas1141          Pavarde1141         5         6         9         10        3         9         
Vardas1142          Pavarde1142         4         7         2         2         8         7         
Vardas1143          Pavarde1143         4         3         9         9         4         10        
Vardas1144          Pavarde1144         9         9         7         6         7         7         
Vardas1145          Pavarde1145         7         8         9         3         8         2         
Vardas1146          Pavarde1146         1         10        1         6         6         8         
Vardas1147          Pavarde1147         6         9         7         5         4         9         
Vardas1148          Pavarde1148         10        8         3         6         3         7         
Vardas1149          Pavarde1149         1         7         3         2         7         9         
Vardas1150          Pavarde1150         6         6         2         4         8         10        
Vardas1151          Pavarde1151         7         3         9         5         4         6         
Vardas1152          Pavarde1152         3         8         7         7         7         3         
Vardas1153          Pavarde1153         8         3         10        2         6         4         
Vardas1154          Pavarde1154         6         7         9         6         3         7         
Vardas1155          Pavarde1155         3         1         3         8         2         3         
Vardas1156          Pavarde1156         9         5         3         10        3         6         
Vardas1157          Pavarde1157         4         5         5         7         4         10        
Vardas1158          Pavarde1158         6         1         1         1         7         6         
Vardas1159          Pavarde1159         5         10        1         1         9         4         
Vardas1160          Pavarde1160         10        7         9         4         9         10        
Vardas1161          Pavarde1161         5         2         9         1         4         10        
Vardas1162          Pavarde1162         6         3         7         2         8         5         
Vardas1163          Pavarde1163         5         7         3         8         6         3         
Vardas1164          Pavarde1164         3         2         6         5         8         3         
Vardas1165          Pavarde1165         9         1         9         7         1         2         
Vardas1166          Pavarde1166         10        9         9         10        5         6         
Vardas1167          Pavarde1167         3         6         3         3         2         4         
Vardas1168          Pavarde1168         5         8         10        1         5         6         
Vardas1169          Pavarde1169         9         10        4         8         9         10        
Vardas1170          Pavarde1170         10        5         5         2         2         3         
Vardas1171          Pavarde1171         3         8         7         5         8         10        
Vardas1172          Pavarde1172         1         6         2         10        4         10        
Vardas1173          Pavarde1173         6         6         9         2         7         10        
Vardas1174          Pavarde1174         6         5         10        2         10        4         
Vardas1175          Pavarde1175         2         6         5         2         9         1         
Vardas1176          Pavarde1176         8         3         7         5         3         8         
Vardas1177          Pavarde1177         10        8         9         1         3         5         
Vardas1178          Pavarde1178         5         9         1         5         4         9         
Vardas1179          Pavarde1179         8         10        7         1         1         10        
Vardas1180          Pavarde1180         7         10        6         2         8         10        
Vardas1181          Pavarde1181         6         7         2         6         6         4         
Vardas1182          Pavarde1182         8         2         7         5         8         4         
Vardas1183          Pavarde1183         5         4         10        3         5         4         
Vardas1184          Pavarde1184         3         5         10        1         7         10        
Vardas1185          Pavarde1185         6         7         3         5         10        7         
Vardas1186          Pavarde1186         4         2         1         2         6         3         
Vardas1187          Pavarde1187         9         9         7         7         4         8         
Vardas1188          Pavarde1188         7         3         3         4         5         10        
Vardas1189          Pavarde1189         9         10        5         7         2         5         
Vardas1190          Pavarde1190         6         7         8         5         3         5         
Vardas1191          Pavarde1191         3         6         5         3         8         10        
Vardas1192          Pavarde1192         1         6         3         3         7         4         
Vardas1193          Pavarde1193         10        1         9         7         9         6         
Vardas1194          Pavarde1194         10        8         9         1         8         1         
Vardas1195          Pavarde1195         8         7         7         2         10        7         
Vardas1196          Pavarde1196         6         3         7         9         6         7         
Vardas1197          Pavarde1197         3         1         3         2         6         1         
Vardas1198          Pavarde1198         10        5         4         4         8         7         
Vardas1199          Pavarde1199         9         7         9         5         1         2         
Vardas1200          Pavarde1200         5         10        6         4         5         6         
Vardas1201          Pavarde1201         10        1         3         9         4         5         
Vardas1202          Pavarde1202         10        6         2         8         5         3         
Vardas1203          Pavarde1203         6         4         2         2         6         8         
Vardas1204          Pavarde1204         6         5         10        6         2         7         
Vardas1205          Pavarde1205         1         2         10        1         7         10        
Vardas1206          Pavarde1206         2         7         8         6         10        6         
Vardas1207          Pavarde1207         10        5         1         9         8         1         
Vardas1208          Pavarde1208         6         5         4         5         10        10        
Vardas1209          Pavarde1209         5         10        1         4         2         9         
Vardas1210          Pavarde1210         3         4         2         2         4         10        
Vardas1211          Pavarde1211         5         8         2         6         2         4         
Vardas1212          Pavarde1212         3         8         2         10        8         5         
Vardas1213          Pavarde1213         1         8         10        2         6         6         
Vardas1214          Pavarde1214         5         7         1         10        9         1         
Vardas1215          Pavarde1215         5         3         2         10        5         9         
Vardas1216          Pavarde1216         4         3         8         10        8         9         
Vardas1217          Pavarde1217         5         6         5         3         9         1         
Vardas1218          Pavarde1218         6         8         3         9         6         10        
Vardas1219          Pavarde1219         2         4         8         5         4         10        
Vardas1220          Pavarde1220         6         3         7         8         1         2         
Vardas1221          Pavarde1221         10        2         8         3         10        4         
Vardas1222          Pavarde1222         1         10        2         5         9         6         
Vardas1223          Pavarde1223         3         2         3         3         5         1         
Vardas1224          Pavarde1224         3         1         1         9         8         6         
Vardas1225          Pavarde1225         5         3         2         5         9         2         
Vardas1226          Pavarde1226         6         10        1         8         1         7         
Vardas1227          Pavarde1227         2         2         4         4         1         2         
Vardas1228          Pavarde1228         10        9         4         2         1         6         
Vardas1229          Pavarde1229         1         10        3         2         6         8         
Vardas1230          Pavarde1230         1         7         4         9         9         3         
Vardas1231          Pavarde1231         8         4         8         10        10        3         
Vardas1232          Pavarde1232         2         7         7         1         6         1         
Vardas1233          Pavarde1233         6         4         7         9         2         1         
Vardas1234          Pavarde1234         1         5         10        2         4         3         
Vardas1235          Pavarde1235         3         1         9         8         3         5         
Vardas1236          Pavarde1236         3         2         7         3         10        4         
Vardas1237          Pavarde1237         8         2         3         2         7         3         
Vardas1238          Pavarde1238         7         10        5         3         2         2         
Vardas1239          Pavarde1239         10        8         2         6         6         1         
Vardas1240          Pavarde1240         6         3         4         1         7         5         
Vardas1241          Pavarde1241         4         10        1         2         5         1         
Vardas1242          Pavarde1242         5         4         9         10        2         4         
Vardas1243          Pavarde1243         10        3         9         7         3         2         
Vardas1244          Pavarde1244         9         1         9         1         9         5         
Vardas1245          Pavarde1245         3         2         7         1         3         5         
Vardas1246          Pavarde1246         2         5         8         1         6         1         
Vardas1247          Pavarde1247         5         2         1         4         5         8         
Vardas1248          Pavarde1248         10        9         2         3         1         5         
Vardas1249          Pavarde1249         8         3         5         2         9         9         
Vardas1250          Pavarde1250         7         10        4         5         3         5         
Vardas1251          Pavarde1251         6         7         2         4         6         5         
Vardas1252          Pavarde1252         9         9         6         3         2         10        
Vardas1253          Pavarde1253         9         1         6         9         10        6         
Vardas1254          Pavarde1254         10        10        4         8         3         9         
Vardas1255          Pavarde1255         4         3         8         5         1         5         
Vardas1256          Pavarde1256         2         7         6         9         4         2         
Vardas1257          Pavarde1257         2         6         10        2         9         8         
Vardas1258          Pavarde1258         7         1         8         8         9         4         
Vardas1259          Pavarde1259         9         9         6         10        4         4         
Vardas1260          Pavarde1260         1         6         10        2         2         9         
Vardas1261          Pavarde1261         1         2         10        9         6         4         
Vardas1262          Pavarde1262         9         9         8         9         3         2         
Vardas1263          Pavarde1263         7         6         5         1         2         10        
Vardas1264          Pavarde1264         8         2         3         3         8         3         
Vardas1265          Pavarde1265         1         2         10        7         9         9         
Vardas1266          Pavarde1266         8         6         4         5         5         7         
Vardas1267          Pavarde1267         8         4         1         9         8         8         
Vardas1268          Pavarde1268         7         7         4         8         2         5         
Vardas1269          Pavarde1269         9         8         7         1         6         5         
Vardas1270          Pavarde1270         9         9         7         10        4         9         
Vardas1271          Pavarde1271         8         8         9         4         8         3         
Vardas1272          Pavarde1272         1         4         4         8         5         5         
Vardas1273          Pavarde1273         3         6         1         3         10        9         
Vardas1274          Pavarde1274         5         2         10        7         2         5         
Vardas1275          Pavarde1275         6         4         3         5         8         4         
Vardas1276          Pavarde1276         10        10        10        10        9         3         
Vardas1277          Pavarde1277         6         5         4         10        5         7         
Vardas1278          Pavarde1278         8         10        9         3         7         1         
Vardas1279          Pavarde1279         8         2         3         6         3         9         
Vardas1280          Pavarde1280         6         7         2         5         9         8         
Vardas1281          Pavarde1281         5         1         5         1         1         7         
Vardas1282          Pavarde1282         1         7         4         8         6         2         
Vardas1283          Pavarde1283         7         8         6         4         10        10        
Vardas1284          Pavarde1284         4         7         2         8         8         1         
Vardas1285          Pavarde1285         2         9         10        1         6         8         
Vardas1286          Pavarde1286         3         8         4         6         1         4         
Vardas1287          Pavarde1287         9         9         4         8         7         5         
Vardas1288          Pavarde1288         2         4         10        10        2         6         
Vardas1289          Pavarde1289         9         8         5         9         4         6         
Vardas1290          Pavarde1290         9         5         3         2         10        5         
Vardas1291          Pavarde1291         10        2         8         8         7         3         
Vardas1292          Pavarde1292         7         10        5         3         10        10        
Vardas1293          Pavarde1293         1         7         9         5         1         8         
Vardas1294          Pavarde1294         3         4         9         5         6         7         
Vardas1295          Pavarde1295         7         10        9         6         1         1         
Vardas1296          Pavarde1296         3         3         3         3         1         2         
Vardas1297          Pavarde1297         4         5         6         3         3         2         
Vardas1298          Pavarde1298         10        10        2         4         6         9         
Vardas1299          Pavarde1299         2         9         9         10        8         8         
Vardas1300          Pavarde1300         6         9         9         7         4         3         
Vardas1301          Pavarde1301         1         3         10        9         9         3         
Vardas1302          Pavarde1302         6         4         2         4         3         4         
Vardas1303          Pavarde1303         1         4         1         5         5         1         
Vardas1304          Pavarde1304         3         2         7         8         4         10        
Vardas1305          Pavarde1305         10        3         10        9         9         1         
Vardas1306          Pavarde1306         3         6         5         9         5         1         
Vardas1307          Pavarde1307         7         7         4         10        2         4         
Vardas1308          Pavarde1308         6         5         4         9         7         7         
Vardas1309          Pavarde1309         10        1         10        1         1         1         
Vardas1310          Pavarde1310         3         4         2         9         8         9         
Vardas1311          Pavarde1311         7         6         6         1         3         4         
Vardas1312          Pavarde1312         7         3         3         2         2         10        
Vardas1313          Pavarde1313         8         3         3         7         2         8         
Vardas1314          Pavarde1314         2         3         1         3         2         4         
Vardas1315          Pavarde1315         10        5         5         2         6         10        
